CMDLINE python run_correccion.py
MEM 218.773438 1691516170.3175
MEM 222.894531 1691516170.4179
MEM 219.628906 1691516170.5183
MEM 219.882812 1691516170.6187
MEM 220.308594 1691516170.7191
MEM 220.738281 1691516170.8195
MEM 221.074219 1691516170.9199
MEM 226.804688 1691516171.0202
MEM 229.496094 1691516171.1206
MEM 222.175781 1691516171.2210
MEM 222.597656 1691516171.3214
MEM 222.972656 1691516171.4218
MEM 223.363281 1691516171.5222
MEM 223.718750 1691516171.6226
MEM 223.890625 1691516171.7230
MEM 223.960938 1691516171.8234
MEM 225.101562 1691516171.9238
MEM 224.292969 1691516172.0242
MEM 224.636719 1691516172.1247
MEM 224.898438 1691516172.2251
MEM 227.750000 1691516172.3254
MEM 225.023438 1691516172.4258
MEM 225.308594 1691516172.5262
MEM 225.359375 1691516172.6265
MEM 230.339844 1691516172.7269
MEM 231.140625 1691516172.8273
MEM 225.792969 1691516172.9276
MEM 225.917969 1691516173.0280
MEM 226.164062 1691516173.1284
MEM 226.230469 1691516173.2287
MEM 226.320312 1691516173.3291
MEM 227.328125 1691516173.4296
MEM 226.609375 1691516173.5300
MEM 226.761719 1691516173.6304
MEM 226.984375 1691516173.7308
MEM 227.031250 1691516173.8312
MEM 227.171875 1691516173.9315
MEM 227.386719 1691516174.0319
MEM 227.468750 1691516174.1323
MEM 227.582031 1691516174.2327
MEM 227.792969 1691516174.3331
MEM 227.906250 1691516174.4334
MEM 228.187500 1691516174.5338
MEM 228.230469 1691516174.6342
MEM 228.351562 1691516174.7346
MEM 228.585938 1691516174.8349
MEM 234.933594 1691516174.9353
MEM 228.750000 1691516175.0357
MEM 230.542969 1691516175.1361
MEM 229.050781 1691516175.2365
MEM 229.175781 1691516175.3368
MEM 229.394531 1691516175.4372
MEM 229.468750 1691516175.5376
MEM 229.554688 1691516175.6380
MEM 229.777344 1691516175.7384
MEM 234.160156 1691516175.8388
MEM 230.144531 1691516175.9392
MEM 233.453125 1691516176.0396
MEM 230.253906 1691516176.1399
MEM 230.503906 1691516176.2403
MEM 230.542969 1691516176.3406
MEM 230.898438 1691516176.4410
MEM 231.136719 1691516176.5414
MEM 231.191406 1691516176.6417
MEM 238.878906 1691516176.7422
MEM 231.542969 1691516176.8426
MEM 235.386719 1691516176.9429
MEM 231.687500 1691516177.0434
MEM 231.703125 1691516177.1437
MEM 231.761719 1691516177.2441
MEM 231.773438 1691516177.3446
MEM 231.914062 1691516177.4449
MEM 232.453125 1691516177.5453
MEM 231.988281 1691516177.6457
MEM 232.402344 1691516177.7460
MEM 235.179688 1691516177.8463
MEM 237.062500 1691516177.9467
MEM 238.816406 1691516178.0470
MEM 240.750000 1691516178.1473
MEM 243.648438 1691516178.2477
MEM 247.375000 1691516178.3480
MEM 247.375000 1691516178.4483
MEM 249.878906 1691516178.5486
MEM 252.671875 1691516178.6489
MEM 255.031250 1691516178.7493
MEM 257.675781 1691516178.8496
MEM 266.433594 1691516178.9499
MEM 269.011719 1691516179.0503
MEM 269.011719 1691516179.1507
MEM 271.722656 1691516179.2510
MEM 272.035156 1691516179.3514
MEM 273.082031 1691516179.4519
MEM 274.449219 1691516179.5523
MEM 276.203125 1691516179.6527
MEM 277.957031 1691516179.7531
MEM 279.718750 1691516179.8535
MEM 281.511719 1691516179.9538
MEM 283.500000 1691516180.0541
MEM 285.789062 1691516180.1544
MEM 287.250000 1691516180.2547
MEM 290.312500 1691516180.3551
MEM 292.082031 1691516180.4554
MEM 293.886719 1691516180.5557
MEM 295.671875 1691516180.6560
MEM 297.460938 1691516180.7564
MEM 299.242188 1691516180.8568
MEM 301.031250 1691516180.9571
MEM 302.824219 1691516181.0574
MEM 304.636719 1691516181.1577
MEM 304.707031 1691516181.2581
MEM 306.382812 1691516181.3584
MEM 308.160156 1691516181.4588
MEM 309.941406 1691516181.5591
MEM 311.734375 1691516181.6595
MEM 313.523438 1691516181.7599
MEM 315.300781 1691516181.8603
MEM 317.101562 1691516181.9607
MEM 319.167969 1691516182.0610
MEM 320.968750 1691516182.1614
MEM 322.531250 1691516182.2617
MEM 324.320312 1691516182.3621
MEM 326.398438 1691516182.4625
MEM 326.152344 1691516182.5628
MEM 327.957031 1691516182.6632
MEM 328.878906 1691516182.7636
MEM 330.511719 1691516182.8640
MEM 331.066406 1691516182.9643
MEM 331.480469 1691516183.0647
MEM 332.507812 1691516183.1650
MEM 333.261719 1691516183.2654
MEM 333.125000 1691516183.3658
MEM 333.687500 1691516183.4662
MEM 333.886719 1691516183.5665
MEM 333.886719 1691516183.6669
MEM 333.886719 1691516183.7672
MEM 334.933594 1691516183.8676
MEM 342.449219 1691516183.9680
MEM 353.742188 1691516184.0684
MEM 361.718750 1691516184.1688
MEM 368.421875 1691516184.2692
MEM 370.046875 1691516184.3697
MEM 370.046875 1691516184.4701
MEM 373.656250 1691516184.5705
MEM 377.839844 1691516184.6709
MEM 386.988281 1691516184.7712
MEM 391.113281 1691516184.8716
MEM 395.496094 1691516184.9720
MEM 399.878906 1691516185.0724
MEM 404.332031 1691516185.1728
MEM 413.691406 1691516185.2732
MEM 414.464844 1691516185.3737
MEM 414.464844 1691516185.4741
MEM 424.812500 1691516185.5745
MEM 429.195312 1691516185.6749
MEM 433.578125 1691516185.7752
MEM 420.207031 1691516185.8756
MEM 422.957031 1691516185.9759
MEM 424.300781 1691516186.0763
MEM 427.273438 1691516186.1766
MEM 440.023438 1691516186.2770
MEM 442.023438 1691516186.3775
MEM 442.023438 1691516186.4779
MEM 442.023438 1691516186.5783
MEM 444.734375 1691516186.6787
MEM 448.281250 1691516186.7790
MEM 455.367188 1691516186.8794
MEM 465.414062 1691516186.9798
MEM 463.441406 1691516187.0802
MEM 477.363281 1691516187.1806
MEM 486.128906 1691516187.2811
MEM 486.128906 1691516187.3815
MEM 486.128906 1691516187.4819
MEM 488.707031 1691516187.5824
MEM 505.914062 1691516187.6828
MEM 507.976562 1691516187.7832
MEM 507.976562 1691516187.8835
MEM 507.976562 1691516187.9839
MEM 507.976562 1691516188.0843
MEM 459.316406 1691516188.1847
MEM 466.632812 1691516188.2851
MEM 484.164062 1691516188.3854
MEM 484.164062 1691516188.4859
MEM 484.164062 1691516188.5863
MEM 484.164062 1691516188.6867
MEM 498.335938 1691516188.7871
MEM 525.914062 1691516188.8875
MEM 535.710938 1691516188.9880
MEM 535.710938 1691516189.0884
MEM 535.710938 1691516189.1889
MEM 535.710938 1691516189.2894
MEM 545.050781 1691516189.3898
MEM 555.097656 1691516189.4902
MEM 555.902344 1691516189.5906
MEM 556.402344 1691516189.6911
MEM 557.144531 1691516189.7915
MEM 557.894531 1691516189.8919
MEM 558.144531 1691516189.9923
MEM 558.144531 1691516190.0929
MEM 558.144531 1691516190.1933
MEM 558.144531 1691516190.2937
MEM 558.144531 1691516190.3941
MEM 558.144531 1691516190.4946
MEM 558.144531 1691516190.5950
MEM 558.144531 1691516190.6954
MEM 558.144531 1691516190.7957
MEM 558.144531 1691516190.8961
MEM 558.144531 1691516190.9965
MEM 558.394531 1691516191.0968
MEM 570.417969 1691516191.1971
MEM 575.378906 1691516191.2974
MEM 578.628906 1691516191.3977
MEM 581.871094 1691516191.4980
MEM 595.109375 1691516191.5983
MEM 599.097656 1691516191.6987
MEM 554.121094 1691516191.7990
MEM 554.121094 1691516191.8994
MEM 554.121094 1691516191.9998
MEM 554.121094 1691516192.1002
MEM 554.121094 1691516192.2006
MEM 554.121094 1691516192.3010
MEM 554.121094 1691516192.4013
MEM 554.121094 1691516192.5017
MEM 554.121094 1691516192.6020
MEM 554.121094 1691516192.7023
MEM 554.378906 1691516192.8027
MEM 554.378906 1691516192.9030
MEM 554.378906 1691516193.0034
MEM 554.378906 1691516193.1037
MEM 554.378906 1691516193.2041
MEM 554.378906 1691516193.3044
MEM 554.378906 1691516193.4047
MEM 554.378906 1691516193.5051
MEM 554.378906 1691516193.6054
MEM 554.378906 1691516193.7058
MEM 520.644531 1691516193.8061
MEM 520.644531 1691516193.9066
MEM 520.644531 1691516194.0070
MEM 520.644531 1691516194.1073
MEM 520.644531 1691516194.2077
MEM 520.644531 1691516194.3080
MEM 520.644531 1691516194.4084
MEM 520.644531 1691516194.5087
MEM 520.644531 1691516194.6090
MEM 520.644531 1691516194.7094
MEM 520.644531 1691516194.8098
MEM 520.644531 1691516194.9102
MEM 520.644531 1691516195.0106
MEM 520.644531 1691516195.1110
MEM 520.644531 1691516195.2114
MEM 519.644531 1691516195.3117
MEM 519.644531 1691516195.4120
MEM 519.644531 1691516195.5124
MEM 519.644531 1691516195.6128
MEM 519.644531 1691516195.7133
MEM 519.644531 1691516195.8137
MEM 551.566406 1691516195.9140
MEM 551.566406 1691516196.0145
MEM 546.410156 1691516196.1150
MEM 546.425781 1691516196.2154
MEM 546.425781 1691516196.3158
MEM 546.425781 1691516196.4162
MEM 546.425781 1691516196.5166
MEM 554.355469 1691516196.6170
MEM 561.644531 1691516196.7173
MEM 561.644531 1691516196.8177
MEM 561.644531 1691516196.9181
MEM 561.644531 1691516197.0185
MEM 562.929688 1691516197.1189
MEM 563.851562 1691516197.2194
MEM 570.000000 1691516197.3198
MEM 575.929688 1691516197.4201
MEM 581.601562 1691516197.5205
MEM 588.562500 1691516197.6208
MEM 593.718750 1691516197.7212
MEM 598.875000 1691516197.8216
MEM 608.929688 1691516197.9220
MEM 627.425781 1691516198.0224
MEM 634.128906 1691516198.1228
MEM 634.128906 1691516198.2232
MEM 634.128906 1691516198.3236
MEM 634.128906 1691516198.4240
MEM 634.128906 1691516198.5244
MEM 637.222656 1691516198.6247
MEM 644.179688 1691516198.7250
MEM 645.410156 1691516198.8253
MEM 646.414062 1691516198.9257
MEM 647.414062 1691516199.0261
MEM 648.679688 1691516199.1264
MEM 649.710938 1691516199.2267
MEM 650.742188 1691516199.3270
MEM 651.773438 1691516199.4273
MEM 655.125000 1691516199.5275
MEM 656.140625 1691516199.6278
MEM 657.167969 1691516199.7281
MEM 657.941406 1691516199.8284
MEM 658.714844 1691516199.9288
MEM 659.488281 1691516200.0292
MEM 660.382812 1691516200.1296
MEM 666.632812 1691516200.2300
MEM 667.882812 1691516200.3303
MEM 668.882812 1691516200.4307
MEM 670.132812 1691516200.5311
MEM 671.132812 1691516200.6314
MEM 672.382812 1691516200.7318
MEM 673.382812 1691516200.8321
MEM 674.382812 1691516200.9325
MEM 675.382812 1691516201.0328
MEM 676.382812 1691516201.1332
MEM 677.382812 1691516201.2335
MEM 678.382812 1691516201.3339
MEM 679.382812 1691516201.4342
MEM 680.382812 1691516201.5346
MEM 681.382812 1691516201.6349
MEM 682.382812 1691516201.7353
MEM 683.382812 1691516201.8357
MEM 683.382812 1691516201.9361
MEM 695.636719 1691516202.0366
MEM 695.636719 1691516202.1370
MEM 695.636719 1691516202.2375
MEM 695.636719 1691516202.3379
MEM 695.636719 1691516202.4384
MEM 695.636719 1691516202.5388
MEM 695.636719 1691516202.6392
MEM 696.632812 1691516202.7396
MEM 700.292969 1691516202.8400
MEM 703.804688 1691516202.9404
MEM 706.804688 1691516203.0408
MEM 709.796875 1691516203.1412
